Downhole Pressure LER_13,Downhole Temperature LER_13,Wellhead Pressure LER_13,Wellhead Temperature LER_13
159.47594055869362,81.83003584543864,54.38179891771742,61.01631286303202
153.12283708842114,81.79949437459311,47.522099385478285,61.667464141845706
149.91706758807402,81.80951498667399,44.80234580786541,62.071575768788655
149.36069230849782,81.81638831456502,44.558097158537954,61.94766271273294
149.00908760254345,81.81868876775104,44.39566118628891,61.97625516255696
148.72202337618228,81.8179714012146,44.62576913921924,61.769369697570816
148.54034320972585,81.81835527420043,44.546873299039966,60.97829940160116
148.4247282466182,81.81867169062296,44.4705008032346,59.487557907104495
148.32269453260636,81.81824241002401,44.42381118681807,58.082608992258706
148.21379017017506,81.81764713923135,44.371381449565845,57.74836920279044
148.127547104447,81.81739369710286,44.32827010852319,57.73902724407337
148.06278839676466,81.81723248799642,44.283841075808915,57.88829359372457
148.00170280739115,81.81707009633382,44.2484653128518,58.02269637743632
147.94978876749673,81.81685902560199,44.22153197129568,58.30347024493747
147.89859653049047,81.81655220384951,44.21607915679158,58.32353586912156
147.8511190061216,81.81631282170615,44.19613782763938,58.13230213721594
147.81263662832754,81.8162006632487,44.171368111504435,57.94477024714153
147.7762914247866,81.81592906316122,44.16520910839628,57.830583890279144
147.73860343650537,81.81575866063436,44.14349735498039,57.801575050353996
147.70215647944696,81.81561816533409,44.134861947231826,57.79220794359843
147.66752918384694,81.81547121047973,44.109700957139324,57.808956486384076
147.63892737494575,81.81530845642091,44.107586351147404,57.736328703562414
147.612593592891,81.81522171656292,44.103415357625046,57.65218165715537
147.58817677815753,81.81519549687705,44.082918686336946,57.57928254445394
147.56094949792933,81.8150556755066,44.07484273910523,57.51801100730896
147.53841031109846,81.81501829783122,44.07002510759566,57.46182230949401
147.51719777425131,81.81499590422973,44.07335232628717,57.30519478480021
147.49515887790255,81.81495143493414,44.06746255137302,57.18455248514811
147.47576364022714,81.81487164815267,44.064876163949044,57.08805309295654
147.45401936283818,81.81475130716959,44.05020981030471,57.08666132609049
147.43293319702147,81.8146523030599,44.044516452125045,57.159504807790114
147.41255440750143,81.81460409800214,44.02608060806391,57.32392985026042
147.3929475656861,81.81449582417805,44.01677511033681,57.41274256706237
147.37469605622468,81.8144405301412,44.00790507610732,57.563748661677046
147.3570873401783,81.81443066279094,44.005024856650756,57.72426455497742
147.33885489569772,81.81446672439576,43.998029778228464,57.925582558314005
147.32312108922886,81.81433774312339,43.9932622105104,58.138851973215736
147.3068425270363,81.81437487920125,43.987424784236495,58.291395594278974
147.28584013762298,81.81443611780801,43.97969575458102,58.462619088490804
147.27086141515665,81.81451156616212,43.977477394209984,58.62973950703939
147.259368625217,81.81446873873455,43.97357110765245,58.74626369829532
147.24539150661892,81.8145476966767,43.9646078157425,58.97543624206825
147.22924968013058,81.81454602771335,43.94950216936116,59.175799131393426
147.21306097525138,81.81453084309896,43.93587396507553,59.36555898030599
147.2007869692202,81.81451370875041,43.93007529418865,59.56814285596211
147.18768406055594,81.81445757548013,43.917617350154465,59.8629607250577
147.17317594740126,81.81438493728638,43.913804350958934,60.15042101360502
147.16223027405914,81.81439038594564,43.903648673163524,60.27228006998698
147.14878164609274,81.81451953746657,43.916335174772485,60.47635516484578
147.14169494311017,81.8145611586394,43.891114560006166,60.68445041656495
147.13172318458555,81.81459744771321,43.90234622916825,60.80016725540161
147.71249985429975,81.8201510111491,44.38920074944416,61.056423009236646
148.74466215363256,81.82590484619139,45.47759354618448,61.528640095846995
149.6300977777552,81.82896359761556,46.22788046644425,62.21426991417295
