,Compressor suction pressure (barg)
2021-08-06 20:27:00,2.68547300737907
2021-08-06 20:28:00,2.6874398066411693
2021-08-06 20:29:00,2.701191082741726
2021-08-06 20:30:00,2.7169524075959988
2021-08-06 20:31:00,2.7141573325699504
2021-08-06 20:32:00,2.7144066304142096
2021-08-06 20:33:00,2.7069808956868084
2021-08-06 20:34:00,2.6751410109302047
2021-08-06 20:35:00,2.6520894732250015
2021-08-06 20:36:00,2.5976416498336263
2021-08-06 20:37:00,2.5885853050477037
2021-08-06 20:38:00,2.667395545652596
2021-08-06 20:39:00,2.6828358336827836
2021-08-06 20:40:00,2.664036241425447
2021-08-06 20:41:00,2.6761812483243994
2021-08-06 20:42:00,2.654817089962876
2021-08-06 20:43:00,2.6844477719558233
2021-08-06 20:44:00,2.7114315847470776
2021-08-06 20:45:00,2.723061911937183
2021-08-06 20:46:00,2.713670879486828
2021-08-06 20:47:00,2.671698483755992
2021-08-06 20:48:00,2.622146279005959
2021-08-06 20:49:00,2.5817487242643296
2021-08-06 20:50:00,2.587290475805592
2021-08-06 20:51:00,2.635615758151944
2021-08-06 20:52:00,2.6999829795578663
2021-08-06 20:53:00,2.6923206663372286
2021-08-06 20:54:00,2.74922405065336
2021-08-06 20:55:00,2.7550687796562223
2021-08-06 20:56:00,2.742373761328834
2021-08-06 20:57:00,2.7190629492131
2021-08-06 20:58:00,2.7477085229373257
2021-08-06 20:59:00,2.7378559561198346
2021-08-06 21:00:00,2.6997559838068876
2021-08-06 21:01:00,2.66851639206187
2021-08-06 21:02:00,2.614834596220233
2021-08-06 21:03:00,2.6244949186276356
2021-08-06 21:04:00,2.658722837969676
2021-08-06 21:05:00,2.611873223244608
2021-08-06 21:06:00,2.6318142902982293
2021-08-06 21:07:00,2.6774655562878715
2021-08-06 21:08:00,2.6466116950631027
2021-08-06 21:09:00,2.613662309655339
2021-08-06 21:10:00,2.640008965772343
2021-08-06 21:11:00,2.678967671181407
2021-08-06 21:12:00,2.677063828385883
2021-08-06 21:13:00,2.673007950176982
2021-08-06 21:14:00,2.6739311631555203
2021-08-06 21:15:00,2.7227636870419487
2021-08-06 21:16:00,2.7176067875269965
2021-08-06 21:17:00,2.6639318543960337
2021-08-06 21:18:00,2.6233903487859624
2021-08-06 21:19:00,2.634125832362253
2021-08-06 21:20:00,2.627603869245323
2021-08-06 21:21:00,2.6505431808617472
2021-08-06 21:22:00,2.662668966613217
2021-08-06 21:23:00,2.6799171659717307
2021-08-06 21:24:00,2.7140572659069795
2021-08-06 21:25:00,2.75759177695481
2021-08-06 21:26:00,2.717237964654601
2021-08-06 21:27:00,2.6933004503185
2021-08-06 21:28:00,2.6666182999278223
2021-08-06 21:29:00,2.6222501015767827
2021-08-06 21:30:00,2.593937588574069
2021-08-06 21:31:00,2.5604368730122187
2021-08-06 21:32:00,2.5903465503845844
2021-08-06 21:33:00,2.624903776905378
2021-08-06 21:34:00,2.646093918304473
2021-08-06 21:35:00,2.688506333795945
2021-08-06 21:36:00,2.7356137775356135
2021-08-06 21:37:00,2.754193752919808
2021-08-06 21:38:00,2.765245750450335
2021-08-06 21:39:00,2.7161245224206367
2021-08-06 21:40:00,2.7329708928364616
2021-08-06 21:41:00,2.667693755148073
2021-08-06 21:42:00,2.597828693801149
2021-08-06 21:43:00,2.6505941456023954
2021-08-06 21:44:00,2.6690087715516566
2021-08-06 21:45:00,2.6763622297253704
2021-08-06 21:46:00,2.770240678333672
2021-08-06 21:47:00,2.7844831721869725
2021-08-06 21:48:00,2.7352054931041705
2021-08-06 21:49:00,2.730176197441064
2021-08-06 21:50:00,2.7024753108595987
2021-08-06 21:51:00,2.707832438787512
2021-08-06 21:52:00,2.7006842988293136
2021-08-06 21:53:00,2.687493635856758
2021-08-06 21:54:00,2.6371171563830855
2021-08-06 21:55:00,2.66271774352469
2021-08-06 21:56:00,2.6246470997128446
2021-08-06 21:57:00,2.6551286007317167
2021-08-06 21:58:00,2.6608320300400807
2021-08-06 21:59:00,2.6571622226058267
2021-08-06 22:00:00,2.692847735111934
2021-08-06 22:01:00,2.73920597392455
2021-08-06 22:02:00,2.742470783952491
2021-08-06 22:03:00,2.73746836905497
2021-08-06 22:04:00,2.702790687954031
2021-08-06 22:05:00,2.6693278699796443
2021-08-06 22:06:00,2.6673907176140905
2021-08-06 22:07:00,2.6563045059644512
2021-08-06 22:08:00,2.6603659767245103
2021-08-06 22:09:00,2.6684883565269057
2021-08-06 22:10:00,2.639322477861611
2021-08-06 22:11:00,2.6310373713364013
2021-08-06 22:12:00,2.678809759554586
2021-08-06 22:13:00,2.6795820665563466
2021-08-06 22:14:00,2.6467819747338215
2021-08-06 22:15:00,2.6907946794553026
2021-08-06 22:16:00,2.729955276636063
2021-08-06 22:17:00,2.711080415537539
2021-08-06 22:18:00,2.692852154316917
2021-08-06 22:19:00,2.7004203999112
2021-08-06 22:20:00,2.7235200750612636
2021-08-06 22:21:00,2.7388994902618267
2021-08-06 22:22:00,2.7326869935990215
2021-08-06 22:23:00,2.7235906046754215
2021-08-06 22:24:00,2.6627064342009197
2021-08-06 22:25:00,2.6574385783766816
2021-08-06 22:26:00,2.674613622047997
2021-08-06 22:27:00,2.7353340014674656
2021-08-06 22:28:00,2.710732210481555
2021-08-06 22:29:00,2.6956684877859707
2021-08-06 22:30:00,2.6988892768718378
2021-08-06 22:31:00,2.6920107490512417
2021-08-06 22:32:00,2.6860248066190273
2021-08-06 22:33:00,2.6550435775106993
2021-08-06 22:34:00,2.659250153700606
2021-08-06 22:35:00,2.6954037936129267
2021-08-06 22:36:00,2.7036570361164642
2021-08-06 22:37:00,2.700524253345165
2021-08-06 22:38:00,2.6939105335734808
2021-08-06 22:39:00,2.6715291050805527
2021-08-06 22:40:00,2.7101566497862706
2021-08-06 22:41:00,2.7474567470430213
2021-08-06 22:42:00,2.748826598383941
2021-08-06 22:43:00,2.7389003554477607
2021-08-06 22:44:00,2.6519905639501076
2021-08-06 22:45:00,2.6456104089549846
2021-08-06 22:46:00,2.6779826116214416
2021-08-06 22:47:00,2.7047335916171127
2021-08-06 22:48:00,2.7174216668794196
2021-08-06 22:49:00,2.718971029680429
2021-08-06 22:50:00,2.7370542018261217
2021-08-06 22:51:00,2.7042376614525896
2021-08-06 22:52:00,2.6886026143260344
2021-08-06 22:53:00,2.755951644297525
2021-08-06 22:54:00,2.7663278561548537
2021-08-06 22:55:00,2.7494076251597295
2021-08-06 22:56:00,2.736124104451035
2021-08-06 22:57:00,2.6887241514136684
2021-08-06 22:58:00,2.644487635834621
2021-08-06 22:59:00,2.678590761405804
2021-08-06 23:00:00,2.696188851021923
2021-08-06 23:01:00,2.6929878777367047
2021-08-06 23:02:00,2.699306463236708
2021-08-06 23:03:00,2.709899565651738
2021-08-06 23:04:00,2.7246393054783855
2021-08-06 23:05:00,2.6696245270459498
2021-08-06 23:06:00,2.6814392182495643
2021-08-06 23:07:00,2.691369230073889
2021-08-06 23:08:00,2.6560010971638
2021-08-06 23:09:00,2.64996836688981
2021-08-06 23:10:00,2.66054041800333
2021-08-06 23:11:00,2.652976081517011
2021-08-06 23:12:00,2.638661761535684
2021-08-06 23:13:00,2.6306016942368737
2021-08-06 23:14:00,2.711480398755153
2021-08-06 23:15:00,2.743749658677472
2021-08-06 23:16:00,2.765989335846545
2021-08-06 23:17:00,2.7941913977848185
2021-08-06 23:18:00,2.749689372596765
2021-08-06 23:19:00,2.7327715602234552
2021-08-06 23:20:00,2.726235454119954
2021-08-06 23:21:00,2.7448717026448746
2021-08-06 23:22:00,2.7821970760191417
2021-08-06 23:23:00,2.7368451924579626
2021-08-06 23:24:00,2.682104581001322
2021-08-06 23:25:00,2.634652385451861
2021-08-06 23:26:00,2.684101734249798
2021-08-06 23:27:00,2.653632329462439
2021-08-06 23:28:00,2.691503235892465
2021-08-06 23:29:00,2.7103116053284344
2021-08-06 23:30:00,2.6686358867293367
2021-08-06 23:31:00,2.659152417769357
2021-08-06 23:32:00,2.6551427256056557
2021-08-06 23:33:00,2.6789088655253592
2021-08-06 23:34:00,2.7519512735527485
2021-08-06 23:35:00,2.7761426453930658
2021-08-06 23:36:00,2.7452970960099172
2021-08-06 23:37:00,2.776077643363273
2021-08-06 23:38:00,2.758920394994605
2021-08-06 23:39:00,2.7639030590786833
2021-08-06 23:40:00,2.735620837589013
2021-08-06 23:41:00,2.6832846668473227
2021-08-06 23:42:00,2.672145050640641
2021-08-06 23:43:00,2.6452296791843994
2021-08-06 23:44:00,2.6117037106012053
2021-08-06 23:45:00,2.6118062689222428
2021-08-06 23:46:00,2.606316312610946
2021-08-06 23:47:00,2.6168639096541217
2021-08-06 23:48:00,2.657758936428717
2021-08-06 23:49:00,2.672359474689195
2021-08-06 23:50:00,2.7053768074428404
2021-08-06 23:51:00,2.7400663652639117
2021-08-06 23:52:00,2.767729102989969
2021-08-06 23:53:00,2.7465738927253094
2021-08-06 23:54:00,2.7659248514602814
2021-08-06 23:55:00,2.8111657591882597
2021-08-06 23:56:00,2.7820706742134274
2021-08-06 23:57:00,2.7464002866180692
2021-08-06 23:58:00,2.747987375503511
2021-08-06 23:59:00,2.730755719344215
2021-08-07 00:00:00,2.7170283184176114
2021-08-07 00:01:00,2.7109780134172303
2021-08-07 00:02:00,2.72457317492238
2021-08-07 00:03:00,2.692365972115856
2021-08-07 00:04:00,2.6913386297813195
2021-08-07 00:05:00,2.6749901021759412
2021-08-07 00:06:00,2.6555353973684603
2021-08-07 00:07:00,2.6674552805325336
2021-08-07 00:08:00,2.696864033288245
2021-08-07 00:09:00,2.7103646527610827
2021-08-07 00:10:00,2.7157381218113787
2021-08-07 00:11:00,2.736002335780859
2021-08-07 00:12:00,2.7273053913054817
2021-08-07 00:13:00,2.70336767385772
2021-08-07 00:14:00,2.717316520730383
2021-08-07 00:15:00,2.7049041760580654
2021-08-07 00:16:00,2.700911447383941
2021-08-07 00:17:00,2.7079704455234985
2021-08-07 00:18:00,2.719606099188348
2021-08-07 00:19:00,2.664346273400049
2021-08-07 00:20:00,2.6565601485545973
2021-08-07 00:21:00,2.695618591808465
2021-08-07 00:22:00,2.721422814960639
2021-08-07 00:23:00,2.675766882530851
2021-08-07 00:24:00,2.6785442849277246
2021-08-07 00:25:00,2.677806058054425
2021-08-07 00:26:00,2.7300381551213118
2021-08-07 00:27:00,2.762517747908133
2021-08-07 00:28:00,2.752832990976978
2021-08-07 00:29:00,2.715654558687407
2021-08-07 00:30:00,2.6890360271930556
2021-08-07 00:31:00,2.6668851433552647
2021-08-07 00:32:00,2.6348339185735528
2021-08-07 00:33:00,2.6209917685514683
2021-08-07 00:34:00,2.6481146567418343
2021-08-07 00:35:00,2.6733708926681055
2021-08-07 00:36:00,2.691040995394536
2021-08-07 00:37:00,2.7455787393602735
2021-08-07 00:38:00,2.7488770475564577
2021-08-07 00:39:00,2.761785444186116
2021-08-07 00:40:00,2.774858137222982
2021-08-07 00:41:00,2.721926380604749
2021-08-07 00:42:00,2.703603368213737
2021-08-07 00:43:00,2.7232773874523404
2021-08-07 00:44:00,2.702096233182013
2021-08-07 00:45:00,2.637762246915729
2021-08-07 00:46:00,2.624301422976174
2021-08-07 00:47:00,2.6860276029587875
2021-08-07 00:48:00,2.7328482134070704
2021-08-07 00:49:00,2.764844298085695
2021-08-07 00:50:00,2.7597137180095226
2021-08-07 00:51:00,2.754903579629683
2021-08-07 00:52:00,2.7040664186510015
2021-08-07 00:53:00,2.6561078734624206
2021-08-07 00:54:00,2.641708986233514
2021-08-07 00:55:00,2.654303735299729
2021-08-07 00:56:00,2.6543138859578463
2021-08-07 00:57:00,2.675808856499741
2021-08-07 00:58:00,2.7430660028792837
2021-08-07 00:59:00,2.7040497474848637
2021-08-07 01:00:00,2.666307059149023
2021-08-07 01:01:00,2.639811864052133
2021-08-07 01:02:00,2.6472169755139747
2021-08-07 01:03:00,2.6700511477900366
2021-08-07 01:04:00,2.7271930996787255
2021-08-07 01:05:00,2.7275080497072257
2021-08-07 01:06:00,2.7243776354355136
2021-08-07 01:07:00,2.7405869291334044
2021-08-07 01:08:00,2.719287922191316
2021-08-07 01:09:00,2.726356470439384
2021-08-07 01:10:00,2.68767432023733
2021-08-07 01:11:00,2.667479374594145
2021-08-07 01:12:00,2.6205658848740385
2021-08-07 01:13:00,2.600967161115357
2021-08-07 01:14:00,2.641691215056513
2021-08-07 01:15:00,2.655221528892353
2021-08-07 01:16:00,2.6973458096448457
2021-08-07 01:17:00,2.6939032052556695
2021-08-07 01:18:00,2.6968558231374096
2021-08-07 01:19:00,2.717064471593763
2021-08-07 01:20:00,2.704714587917937
2021-08-07 01:21:00,2.6782876886533162
2021-08-07 01:22:00,2.6870214227082547
2021-08-07 01:23:00,2.712813658025526
2021-08-07 01:24:00,2.760639224915941
2021-08-07 01:25:00,2.7313308678344295
2021-08-07 01:26:00,2.6960656998665566
2021-08-07 01:27:00,2.6733620223665584
2021-08-07 01:28:00,2.700520387348912
2021-08-07 01:29:00,2.7363913826254667
2021-08-07 01:30:00,2.7511996225675257
2021-08-07 01:31:00,2.7684023897011416
2021-08-07 01:32:00,2.749091029205413
2021-08-07 01:33:00,2.756155843849381
2021-08-07 01:34:00,2.6843422681841513
2021-08-07 01:35:00,2.6316992974868114
2021-08-07 01:36:00,2.6886109133677216
2021-08-07 01:37:00,2.6721971414189842
2021-08-07 01:38:00,2.6625005322078246
2021-08-07 01:39:00,2.628401289690438
2021-08-07 01:40:00,2.625715899209821
2021-08-07 01:41:00,2.6950393660143823
2021-08-07 01:42:00,2.69589982313914
2021-08-07 01:43:00,2.697419967213106
2021-08-07 01:44:00,2.7650623183330314
2021-08-07 01:45:00,2.729266898842965
2021-08-07 01:46:00,2.698044012115146
2021-08-07 01:47:00,2.668335133470292
2021-08-07 01:48:00,2.673244373984559
2021-08-07 01:49:00,2.709082356528351
2021-08-07 01:50:00,2.687548448834777
2021-08-07 01:51:00,2.673622067968992
2021-08-07 01:52:00,2.673123374697911
2021-08-07 01:53:00,2.6464478214442595
2021-08-07 01:54:00,2.6347077730428126
2021-08-07 01:55:00,2.6810072061477475
2021-08-07 01:56:00,2.668841774653193
2021-08-07 01:57:00,2.539949552985415
2021-08-07 01:58:00,2.7193565644247544
2021-08-07 01:59:00,2.7082638713326
2021-08-07 02:00:00,2.7256604952364722
2021-08-07 02:01:00,2.73808429958472
2021-08-07 02:02:00,2.7147967586866697
2021-08-07 02:03:00,2.7679212972168674
2021-08-07 02:04:00,2.7514966071580695
2021-08-07 02:05:00,2.7752005268640025
2021-08-07 02:06:00,2.7465282007578202
2021-08-07 02:07:00,2.745646106443272
2021-08-07 02:08:00,2.77043254244511
2021-08-07 02:09:00,2.7367245265404314
2021-08-07 02:10:00,2.71142421852388
2021-08-07 02:11:00,2.756289056317925
2021-08-07 02:12:00,2.7880812778221338
2021-08-07 02:13:00,2.7659717601427407
2021-08-07 02:14:00,2.7781420464937376
2021-08-07 02:15:00,2.7960446650431616
2021-08-07 02:16:00,2.765498414514822
2021-08-07 02:17:00,2.750773434220075
2021-08-07 02:18:00,2.7964639885407814
2021-08-07 02:19:00,2.772217843837423
2021-08-07 02:20:00,2.74036893731704
2021-08-07 02:21:00,2.7604615648916426
2021-08-07 02:22:00,2.767903609277799
2021-08-07 02:23:00,2.7628278515793236
2021-08-07 02:24:00,2.7581879795040973
2021-08-07 02:25:00,2.8300801827898283
2021-08-07 02:26:00,2.8464558711702868
2021-08-07 02:27:00,2.8628098239543776
2021-08-07 02:28:00,2.9079303519071216
2021-08-07 02:29:00,2.8883139836457246
2021-08-07 02:30:00,2.9139384194541025
2021-08-07 02:31:00,2.924819106605481
2021-08-07 02:32:00,2.9199150909932547
2021-08-07 02:33:00,2.931191458648249
2021-08-07 02:34:00,2.9176957554800262
2021-08-07 02:35:00,2.8780714645615344
2021-08-07 02:36:00,2.9257973086722484
2021-08-07 02:37:00,2.9410736044419203
2021-08-07 02:38:00,2.9346648356951235
2021-08-07 02:39:00,2.9566452628414424
2021-08-07 02:40:00,2.9670307922638126
2021-08-07 02:41:00,3.018827088013949
2021-08-07 02:42:00,3.0478594161652905
2021-08-07 02:43:00,3.0880717138429103
2021-08-07 02:44:00,3.089041881833877
2021-08-07 02:45:00,3.167030572485523
2021-08-07 02:46:00,3.217109823571798
2021-08-07 02:47:00,3.224282745737787
2021-08-07 02:48:00,3.248904206393056
2021-08-07 02:49:00,3.2726008971568974
2021-08-07 02:50:00,3.2870348119592663
2021-08-07 02:51:00,3.2829170448089555
2021-08-07 02:52:00,3.2812786344141993
2021-08-07 02:53:00,3.3063673154484374
2021-08-07 02:54:00,3.3071175577342404
2021-08-07 02:55:00,3.3057251097923457
2021-08-07 02:56:00,3.2949903626637567
2021-08-07 02:57:00,3.3163870751602023
2021-08-07 02:58:00,3.359979926759512
2021-08-07 02:59:00,3.381571527193587
2021-08-07 03:00:00,3.392146402493979
2021-08-07 03:01:00,3.391115690546438
2021-08-07 03:02:00,3.415051532343351
2021-08-07 03:03:00,3.421708069806609
2021-08-07 03:04:00,3.3922608266438865
2021-08-07 03:05:00,3.3305783777037012
2021-08-07 03:06:00,3.2880488795240597
2021-08-07 03:07:00,3.2398979042743843
2021-08-07 03:08:00,3.2129473014364205
2021-08-07 03:09:00,3.1815134587603886
2021-08-07 03:10:00,3.155070382660485
2021-08-07 03:11:00,3.1230670382473997
2021-08-07 03:12:00,3.0808966056954468
2021-08-07 03:13:00,3.044736269840922
2021-08-07 03:14:00,3.0044836365193492
2021-08-07 03:15:00,3.0929113697028847
2021-08-07 03:16:00,3.154921313389915
2021-08-07 03:17:00,3.155362591050901
2021-08-07 03:18:00,3.116883075354162
2021-08-07 03:19:00,3.0713979093658277
2021-08-07 03:20:00,3.03304921598897
2021-08-07 03:21:00,2.997275669151772
2021-08-07 03:22:00,2.9771591277638154
2021-08-07 03:23:00,2.9440282327880007
2021-08-07 03:24:00,2.9246493428654445
2021-08-07 03:25:00,2.9124410302441945
2021-08-07 03:26:00,2.890769700049843
2021-08-07 03:27:00,2.873397795468623
2021-08-07 03:28:00,2.854633719229782
2021-08-07 03:29:00,2.848606611298542
2021-08-07 03:30:00,2.851351717581243
2021-08-07 03:31:00,2.854591758890728
2021-08-07 03:32:00,2.8585509880537128
2021-08-07 03:33:00,2.8599753875354286
2021-08-07 03:34:00,2.8594363117725776
2021-08-07 03:35:00,2.853059366132801
2021-08-07 03:36:00,2.838939536464357
2021-08-07 03:37:00,2.816239551177841
2021-08-07 03:38:00,2.8147212524667085
2021-08-07 03:39:00,3.066710257440133
2021-08-07 03:40:00,2.774201091197452
2021-08-07 03:41:00,2.6653284087765416
2021-08-07 03:42:00,2.6601848763541738
2021-08-07 03:43:00,2.6556514583015227
2021-08-07 03:44:00,2.651999164310994
2021-08-07 03:45:00,2.64472660521234
2021-08-07 03:46:00,2.64153155950697
2021-08-07 03:47:00,2.6395546421030236
2021-08-07 03:48:00,2.6341267582809804
2021-08-07 03:49:00,2.628333887427505
2021-08-07 03:50:00,2.623033948630976
2021-08-07 03:51:00,2.620898119318604
2021-08-07 03:52:00,2.6162389802763224
2021-08-07 03:53:00,2.6084553310400898
2021-08-07 03:54:00,2.5854421074419665
2021-08-07 03:55:00,2.5660584593997493
2021-08-07 03:56:00,2.556793316279695
2021-08-07 03:57:00,3.867464392793174
2021-08-07 03:58:00,5.062245220250293
2021-08-07 03:59:00,5.082449787798771
2021-08-07 04:00:00,5.10301862462213
2021-08-07 04:01:00,5.104320886459077
2021-08-07 04:02:00,5.100296229085477
2021-08-07 04:03:00,5.095670139226427
2021-08-07 04:04:00,5.090865060579069
2021-08-07 04:05:00,5.085813093633325
2021-08-07 04:06:00,5.08128009124351
2021-08-07 04:07:00,5.076818332755843
2021-08-07 04:08:00,5.072987491433266
2021-08-07 04:09:00,5.0699028459596205
2021-08-07 04:10:00,5.066393185882502
2021-08-07 04:11:00,5.063144415398956
2021-08-07 04:12:00,5.0602588609740735
2021-08-07 04:13:00,5.057861530305092
2021-08-07 04:14:00,5.055474101773153
2021-08-07 04:15:00,5.053492941780526
2021-08-07 04:16:00,5.051398798781003
2021-08-07 04:17:00,5.049855882286141
2021-08-07 04:18:00,5.048131948482762
2021-08-07 04:19:00,5.0460179023187415
2021-08-07 04:21:00,5.0425349660741094
2021-08-07 04:22:00,5.040902123077923
2021-08-07 04:24:00,5.03799194903001
2021-08-07 04:25:00,5.036245697193521
2021-08-07 04:27:00,5.0336335890516795
2021-08-07 04:29:00,5.030576241267859
2021-08-07 04:31:00,5.027470040949857
2021-08-07 04:32:00,5.026379366690101
2021-08-07 04:33:00,5.025447342621548
2021-08-07 04:34:00,5.023645713167158
2021-08-07 04:36:00,5.020531095260956
2021-08-07 04:38:00,5.018059648000342
2021-08-07 04:39:00,5.016625118872048
2021-08-07 04:40:00,5.015903827063397
2021-08-07 04:41:00,5.014103005660387
2021-08-07 04:43:00,5.011556322661518
2021-08-07 04:45:00,5.008731255117524
2021-08-07 04:47:00,5.0067629708699615
2021-08-07 04:49:00,5.0042896434948245
2021-08-07 04:51:00,5.0011502734228035
2021-08-07 04:52:00,4.999568216235349
2021-08-07 04:53:00,4.999038307507938
2021-08-07 04:54:00,4.997085006004823
2021-08-07 04:55:00,4.99635772360334
2021-08-07 04:56:00,4.99455651144725
2021-08-07 04:58:00,4.991924025229688
2021-08-07 05:01:00,4.98864263203835
2021-08-07 05:03:00,4.986126640816109
